Name,Value
Disciples III Reincarnation,716.6
Disciples III Renaissance,554.1
Disciples III Resurrection,10.4
Disciples Sacred Lands Gold,6.7
Dishonored,2842.2
Dishonored (RU),321.2
Disney Infinity 2.0,16.4
Disney Infinity 3.0 Play Without Limits,4.6
DisplayFusion,0.8
Distance,38.2
Distant Star Revenant Fleet,1.0
Distant Worlds Universe,132.0
District 187,19.099999999999998
Dive to the Titanic,4.7
Divekick,35.6
Divine Divinity,10.9
Divine Souls,29.9
Divinity Dragon Commander,96.30000000000001
Divinity Dragon Commander Beta,3.7
Divinity II - Ego Draconis,29.9
Divinity II - The Dragon Knight Saga,41.1
Divinity II Developer's Cut,136.89999999999998
Divinity Original Sin,2380.1
Divinity Original Sin Enhanced Edition,124.0
Dizzel,63.1
DmC Devil May Cry,513.2000000000002
Doc Clock The Toasted Sandwich of Time,2.8000000000000003
Doctor Who The Eternity Clock,5.6
Dodge,2.1
DogFighter,4.7
Dogfight 1942,5.6
Dogs of War Online - Beta,4.0
Dollar Dash,1.0
Dominions 4,9.2
Don Bradman Cricket 14,89.0
Don't Starve,3581.9
Don't Starve Together Beta,2031.9000000000005
Doodle God,6.4
Door Kickers,63.400000000000006
Doorways Prelude,8.3
Doorways The Underworld,11.0
Dota 2,981684.5999999989
Double Action Boogaloo,217.29999999999995
Double Dragon Neon,20.099999999999998
Down To One,3.6
Downwell,3.5999999999999996
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",1.5999999999999999
Draconian Wars,1.9
Dracula Origin,1.6
Dracula's Legacy,8.7
Dragomon Hunter,17.400000000000002
Dragon Age II,372.8
Dragon Age Origins,1886.8
Dragon Age Origins - Ultimate Edition,2552.500000000001
Dragon Age Origins Character Creator,4.7
Dragon Nest,413.50000000000006
Dragon Nest Europe,1033.8
Dragon Quest Heroes,13.899999999999999
Dragon The Game,0.9
Dragon's Lair,2.0
Dragon's Lair 2 Time Warp,1.3
Dragon's Prophet,54.4
Dragon's Prophet (EU),119.89999999999999
Dragons and Titans,73.10000000000001
Drakensang,138.9
Drakensang The River of Time,1.8
Draw a Stickman EPIC,5.2
Drawn The Painted Tower,3.9
Dream,3.1
Dream Of Mirror Online,3.6
Dream Pinball 3D,0.4
Dreamfall Chapters,23.900000000000002
Dreamfall The Longest Journey,10.899999999999999
Dreaming Sarah,0.6
Driftmoon,0.3
Driver San Francisco,105.3
Droid Assault,1.7
Droplitz,4.8
Drunken Robot Pornography,1.6
Duck Dynasty,2.4
Duck Game,125.39999999999999
DuckTales Remastered,22.000000000000004
Duke Nukem 3D Megaton Edition,67.19999999999999
Duke Nukem Forever,414.6
Duke Nukem Forever ,17.6
Dungeon Defenders,3816.2000000000007
Dungeon Defenders Eternity,95.7
Dungeon Defenders II,937.0000000000001
Dungeon Hearts,4.2
Dungeon Party,0.3
Dungeon Siege,86.99999999999999
Dungeon Siege 2,18.8
Dungeon Siege III,196.7
Dungeon Souls,92.4
Dungeon of the Endless,176.6
Dungeonbowl Knockout Edition,0.2
Dungeonland,47.2
Dungeons & Dragons Chronicles of Mystara,19.499999999999996
Dungeons & Dragons Daggerdale,19.700000000000003
Dungeons & Dragons Online,441.99999999999994
Dungeons 2,86.9
Dungeons The Eye of Draconus,0.9
Dungeons of Dredmor,739.7
Dust An Elysian Tail,335.6
Dustforce,72.10000000000001
Dustoff Heli Rescue,3.9
Dwarfs F2P,22.7
Dwarfs!?,7.1
Dying Light,2212.5999999999995
Dynamite Jack,0.4
Dynasty Warriors 8 - Empires,23.0
Dynomite! Deluxe,1.9
Dysan the Shapeshifter,1.4
Dysfunctional Systems Learning to Manage Chaos,5.199999999999999
E.Y.E Divine Cybermancy,112.4
EDGE,13.200000000000001
ENKI,0.3
ENSLAVED Odyssey to the West Premium Edition,17.6
EVE Online,732.6
EVGA PrecisionX 16,166.1
Eador. Masters of the Broken World,215.2
Earth 2150 Lost Souls,5.3
Earth 2150 The Moon Project,8.4
Earth 2150 Trilogy,3.9
Earth 2160,58.39999999999999
Earth Defense Force Insect Armageddon,95.9
East India Company,50.0
East India Company Gold,12.7
East India Company Pirate Bay,5.8
East India Company Privateer,0.3
Eastside Hockey Manager,1295.0
EasyAntiCheat eSports,70.5
Eaten Alive,3.6
Echelon,3.3
Echo of Soul,408.6
Echo of the Wilds,0.2
Echoes+,6.6
Eden Star  Destroy - Build - Protect,17.2
Edge of Space,15.4
Edna & Harvey Harvey's New Eyes,10.1
Edna & Harvey The Breakout,10.1
Eets,13.2
Eets Munchies,23.799999999999994
Eidolon,0.2
Eldevin,325.2
Eldritch,22.1
Electric Highways,0.3
Electronic Super Joy,14.1
Electronic Super Joy Groove City,0.1
Element4l,13.3
Eleusis,0.7
Elite Dangerous,2455.7000000000003
Elite Dangerous Horizons,3.2
Else Heart.Break(),2.4
Elsword,381.3
Elven Legacy,25.8
Emergency 2012,46.0
Emergency 2013,20.7
Emergency 2014,7.5
Emergency 5 - Deluxe Edition,25.0
Emily is Away,35.50000000000001
Empire TV Tycoon,6.7
Empire Total War,21030.3
Empires,780.5
Empyrion - Galactic Survival,127.29999999999998
Enclave,80.6
Endless Legend,1288.1000000000001
Endless Sky,19.6
Endless Space,1498.6
Enemy Front,57.099999999999994
Enemy Mind,10.6
Enemy Territory Quake Wars,7.0
Enforcer Police Crime Action,20.700000000000003
English Country Tune,0.4
Enigmatis 2 The Mists of Ravenwood,5.9
Enigmatis The Ghosts of Maple Creek,10.1
Environmental Station Alpha,28.0
Epic Arena,5.8
Epic Battle Fantasy 4,120.8
Epic Cards Battle(TCG),0.1
Epigenesis,8.0
Eradicator,0.2
Eryi's Action,2.7
Escape,0.6
Escape Goat,31.7
Escape Machines,2.7
Escape Rosecliff Island,6.2
Eschalon Book 1,57.0
Eschalon Book 2,128.0
Esenthel Engine,0.4
Estranged Act I,36.50000000000001
Eternal Fate,7.3
Eternal Senia,11.600000000000001
Eternal Silence,8.3
Ethan Meteor Hunter,0.4
Ether One,25.8
Ether Vapor Remaster,4.5
Etherium,0.3
Etherlords II,0.5
Eufloria,295.0
Eufloria HD,19.0
Euro Fishing,1.3
Euro Truck Simulator,11.5
Euro Truck Simulator 2,7226.899999999999
Eurofighter Typhoon,0.3
Europa Universalis III,1082.9999999999995
Europa Universalis IV,9759.0
Europa Universalis Rome - Gold Edition,6.7
European Ship Simulator,0.4
EverQuest Free-to-Play,4.1
EverQuest II,96.8
EverQuest Secrets of Faydwer,0.4
EverQuest Seeds of Destruction,0.3
Everlasting Summer,197.7
Everyday Genius SquareLogic,12.2
Evil Genius,201.5
Evochron Mercenary,16.5
Evoland,60.7
Evolution RTS,1.3
Evolve,786.4999999999999
Executive Assault,2.7
Expeditions Conquistador,183.5
F.E.A.R.,140.59999999999997
F.E.A.R. 2 Project Origin,394.7
F.E.A.R. 3,410.4
F.E.A.R. Extraction Point,38.5
F.E.A.R. Online,77.8
F.E.A.R. Perseus Mandate,35.39999999999999
F1 2010,111.1
F1 2011,78.69999999999999
F1 2012,1125.5
F1 2013,569.6
F1 2014,73.8
F1 2015,113.4
F1 Race Stars,21.9
FATE,26.4
FATE Undiscovered Realms,1.2
FEZ,238.80000000000004
FIFA Manager 09,411.0
FIFA Manager 11,229.0
FINAL FANTASY III,98.1
FINAL FANTASY IV,0.6
FINAL FANTASY TYPE-0 HD,6.8
FINAL FANTASY VII,1511.9000000000003
FINAL FANTASY VIII,746.7
FINAL FANTASY XI,50.3
FINAL FANTASY XIII,475.8
FINAL FANTASY XIII-2,122.0
FINAL FANTASY XIV A Realm Reborn,6618.5
FIST OF AWESOME,1.3
FLOCK!,0.1
FLY'N,1.1
FORCED,77.49999999999999
FOTONICA,5.6000000000000005
FRACT OSC,0.5
FRONTIERS,0.5
FTL Faster Than Light,2315.8000000000006
FUEL,15.600000000000001
FX Football - The Manager for Every Football Fan,8.9
Fable - The Lost Chapters,395.70000000000005
Fable Anniversary,161.70000000000002
Fable III,570.6
Face Noir,3.1
Face of Mankind,6.9
FaceRig,25.099999999999998
Faces of War,0.7999999999999999
Fading Hearts,5.2
Faerie Solitaire,39.9
Fahrenheit Indigo Prophecy Remastered,16.4
Fair Strike,0.7
Fairy Bloom Freesia,45.2
Fairy Fencer F,104.2
Fairy Tale Mysteries The Puppet Thief Collector's Edition,2.2
Fall of the New Age Premium Edition,4.6
Fallen Earth,1275.5000000000002
Fallen Enchantress,151.3
Fallen Enchantress Legendary Heroes,187.20000000000002
Fallout,185.90000000000003
Fallout 2,237.10000000000002
Fallout 3,689.5999999999999
Fallout 3 - Game of the Year Edition,2005.6000000000001
Fallout 4,10762.800000000003
Fallout New Vegas,14832.900000000003
Fallout Tactics,148.2
Famaze,0.7
Family Guy Back to the Multiverse,4.0
Fancy Skulls,6.199999999999999
Far Cry,111.7
Far Cry 2,308.00000000000006
Far Cry 3,5076.000000000002
Far Cry 3 Blood Dragon,346.59999999999997
Far Cry 4,1251.7000000000003
FarSky,36.5
Farlight Explorers,0.5
Farm Machines Championships 2014,0.1
Farm for your Life,18.5
Farming Giant,31.0
Farming Simulator 15,2050.3
Farming Simulator 2011,437.99999999999994
Farming Simulator 2013,2139.2
Farming Simulator 2013 - Modding Tutorials,14.799999999999999
Farming World,2.4
Fast & Furious Showdown,3.4
Fat Chicken,2.4
Fate of the World,15.0
Fatty Maze's Adventures,6.2
Fearless Fantasy,34.6
Feeding Frenzy 2 Shipwreck Showdown Deluxe,0.6000000000000001
Fester Mudd Curse of the Gold - Episode 1,2.5
Fieldrunners,1.7000000000000002
Fieldrunners 2,373.6
Fiends of Imprisonment,1.5
Fiesta Online,6.2
Fiesta Online NA,0.7
Fight The Dragon,65.9
Final DOOM,3.8
Final Dusk,4.0
Final Exam,4.6000000000000005
Final Hours of Titanfall,0.1
Final Slam 2,0.1
Finding Teddy,0.5
Fingerbones,0.8999999999999999
Fingered,10.4
Finn and Jake's Epic Quest,6.0
Fire,3.1
Firefall,978.9999999999997
Firefighters 2014,12.9
Firefly Online Cortex,0.5
Fishing Planet,93.30000000000001
Fist Puncher,0.3
Fistful of Frags,326.1
Five Nights at Freddy's,94.40000000000002
Five Nights at Freddy's 2,66.89999999999999
Five Nights at Freddy's 3,16.4
Five Nights at Freddy's 4,14.799999999999997
Flashback,1.8
FlatOut,8.7
FlatOut 2,28.200000000000003
FlatOut Ultimate Carnage,72.7
Flatout 3,12.7
Flesh Eaters,2.4
Flight Control HD,7.9
Flight of the Icarus,1.4
Floating Point,8.299999999999999
Flora's Fruit Farm,0.2
Flower Shop Winter In Fairbrook,7.800000000000001
Folk Tale,23.1
Foosball - Street Edition,1.6
FootLOL Epic Fail League,15.2
Football Manager 2009,7434.4
Football Manager 2010,13126.7
Football Manager 2011,11336.800000000001
Football Manager 2012,30845.799999999996
Football Manager 2013,32308.6
Football Manager 2014,30574.799999999996
Football Manager 2015,24283.100000000002
Football Manager 2016,2296.6
Football Manager 2016 Demo,28.6
Football Superstars,160.20000000000002
Football Tactics,16.0
Ford Racing 3,0.5
Foreign Legion Buckets of Blood,11.2
Foreign Legion Multi Massacre,1.3
Forge,23.8
Fork Parker's Holiday Profit Hike,0.8
Formula Fusion,0.1
Forsaken Uprising,2.7
Forsaken World ,101.0
Fortix,4.0
Fortix 2,11.2
FortressCraft Evolved,8.7
Fortune Summoners Secret of the Elemental Stone,56.0
Foul Play,4.7
Fractal Make Blooms Not War,0.5
Fractured Space,68.09999999999998
Franchise Hockey Manager 2,11.2
Franchise Hockey Manager 2014,74.0
Frankenstein Master of Death,20.099999999999998
Freaking Meatbags,331.0
Freddi Fish and Luther's Maze Madness,0.2
Frederic Evil Strikes Back,3.0
Free to Play,69.7
FreeStyle2 Street Basketball,923.5000000000001
Freedom Fall,60.2
Freedom Force,9.0
Freedom Force vs. the 3rd Reich,32.0
Freedom Planet,9.100000000000001
Freight Tycoon Inc.,10.9
Fritz Chess 14,2.0
From Dust,213.79999999999998
From The Depths,73.0
Front Mission Evolved,57.3
Frontline Tactics,135.4
Frontlines Fuel of War,4.2
Frozen Free Fall Snowball Fight,0.6
Frozen Hearth,13.399999999999999
Frozen Synapse,156.10000000000002
Frozen Synapse Prime,3.7
Full Mojo Rampage,81.29999999999998
Full Spectrum Warrior,13.200000000000001
Full Spectrum Warrior Ten Hammers,9.5
Fuse,27.6
GALAK-Z,25.4
GASP,0.3
GEARCRACK Arena,5.2
GRAV,142.1
GRID,634.8
GRID 2,943.7999999999998
GRID Autosport,259.1000000000001
GTR 2 - FIA GT Racing Game,0.5
GTR Evolution,20.8
GUILTY GEAR XX ACCENT CORE PLUS R,0.5
GUILTY GEAR Xrd -SIGN-,17.0
GUN,0.4
Galactic Civilizations I Ultimate Edition,58.1
Galactic Civilizations II Ultimate Edition,288.2
Galactic Civilizations III,727.1999999999999
Galaxy on Fire 2 Full HD,83.9
Galcon 2,9.9
Galcon Fusion,7.8
Galcon Legends,8.3
Game Character Hub,0.6000000000000001
Game Dev Tycoon,866.1
Game Tycoon 1.5,8.4
Game of Thrones ,202.89999999999998
Game of Thrones - A Telltale Games Series,302.4
GameGuru,21.5
GameMaker Studio,1093.6
GamersGoMakers,26.0
Games of Glory,0.3
Gang Beasts,118.5
Gaokao.Love.100Days,16.6
Garry's Mod,49725.300000000025
Gas Guzzlers Extreme,80.60000000000001
Gateways,0.2
Gauntlet ,324.59999999999997
Gear Up,215.79999999999993
GemCraft - Chasing Shadows,12.9
Gemini Rue,18.5
Gemini Wars,3.8000000000000003
Gems of War,293.3
Genesis Online,6.7
Genesis Rising,4.5
Geometry Dash,262.8
Geometry Wars 3 Dimensions Evolved,5.1
Geometry Wars Retro Evolved,21.5
GestureWorks Gameplay,2.0
Get Off My Lawn!,28.700000000000003
Ghost Encounters Deadwood - Collector's Edition,2.7
Ghost Master,37.3
Ghost in the Shell Stand Alone Complex First Assault Online,7.4
Ghostbusters Sanctum of Slime,0.3
Ghostbusters The Video Game,54.300000000000004
Giana Sisters Twisted Dreams,80.89999999999998
Giana Sisters Twisted Dreams - Rise of the Owlverlord,0.7
Gigantic Army,2.5
Gish,13.900000000000002
Gladiators Online Death Before Dishonor,0.8
Glare,95.0
Global Agenda,553.0
Global Agenda - Beta,23.0
Glowfish,1.6
Gnomoria,283.29999999999995
Go! Go! Nippon! ~My First Trip to Japan~,16.2
GoD Factory Wingmen,14.5
Goat Simulator,923.0999999999996
God Mode,32.599999999999994
Gods Will Be Watching,2.4
Godus,125.49999999999999
Gold Rush! Classic,2.0
Golden Rush,4.7
Gomo,3.4
Gone Home,48.800000000000004
GooCubelets,8.399999999999999
Goodbye Deponia,29.1
Gorky 17,6.7
Gotham City Impostors,78.80000000000001
Gotham City Impostors Free To Play,635.4000000000001
Gothic,2.0
Gothic 3,199.4
Gothic 3 Forsaken Gods Enhanced Edition,21.2
Gothic II Gold Edition,7.3
Governor of Poker 2 Premium Edition,0.9
Grand Ages Medieval,118.8
Grand Ages Rome,32.6
Grand Chase,4.5
Grand Class Melee 2,0.7
Grand Theft Auto,3.2
Grand Theft Auto 2,15.699999999999998
Grand Theft Auto Episodes from Liberty City,1245.8000000000002
Grand Theft Auto III,124.50000000000001
Grand Theft Auto IV,4686.3
Grand Theft Auto San Andreas,1232.2
Grand Theft Auto V,22956.70000000001
Grand Theft Auto Vice City,227.89999999999998
Gratuitous Space Battles,193.30000000000007
Gravilon,15.5
Gravity Badgers,14.9
Gravity Ghost,0.5
Gray Matter,25.2
Great Permutator,1.6
Greed Black Border,0.1
Greed Corp,53.8
Grey Goo,129.60000000000002
Grey's Anatomy The Video Game,0.5
Greyfox,26.8
GridRunner Revolution,0.4
Grim Dawn,220.00000000000003
Grim Fandango Remastered,80.50000000000001
Grim Legends 2 Song of the Dark Swan,4.4
Grim Legends The Forsaken Bride,36.0
Grimind,4.0
Grimm,35.2
Grimoire Manastorm,16.2
Grotesque Tactics 2 - Dungeons and Donuts,86.0
Grotesque Tactics Evil Heroes,65.5
Grow Home,93.5
Guacamelee! Gold Edition,184.8
Guardians of Graxia,0.5
Guardians of Middle-earth,21.8
Guardians of Orion,0.1
Guild Commander,1.1
Guild Wars,1183.3999999999999
Guild Wars Game of the Year,31.3
Guild Wars Trilogy,9.9
Guild of Dungeoneering,46.099999999999994
Guilty Gear Isuka,1.6
Guilty Gear X2 #Reload,1.1
Gumboy Crazy Adventures,1.4000000000000001
Gumboy Crazy Features,1.5999999999999999
Gun Metal,8.9
Gun Monkeys,33.599999999999994
GunWorld,3.6
GunZ 2 The Second Duel,543.6999999999999
Guncraft,12.399999999999999
GundeadliGne,0.3
Gundemonium Recollection,0.3
Gunman Clive,3.2
Gunpoint,142.60000000000002
Guns and Robots,163.09999999999994
Guns of Icarus Online,497.79999999999995
Guns'N'Zombies,2.6
Gunscape,3.8000000000000003
Gunship!,0.5
Gunslugs 2,1.1
Gunspell Steam Edition,3.3
Gurumin A Monstrous Adventure,2.6
H1Z1,7364.200000000001
H1Z1 Test Server,197.2
HAWKEN,1416.2999999999997
HELLDIVERS,29.9
HIS (Heroes In the Sky),9.5
HIT,1.2000000000000002
HOARD,64.2
Habitat,0.1
Hack 'n' Slash,13.600000000000001
"Hack, Slash, Loot",2.8000000000000003
Hacker Evolution,20.400000000000002
Hacker Evolution - Untold,8.4
Hacker Evolution Duality,3.3000000000000003
Hacknet,13.0
Half Minute Hero Super Mega Neo Climax Ultimate Boy,29.700000000000003
Half-Life,665.5000000000002
Half-Life 2,4260.3
Half-Life 2 Deathmatch,3712.899999999999
Half-Life 2 Episode One,843.7999999999997
Half-Life 2 Episode Two,1120.2
Half-Life 2 Lost Coast,184.40000000000003
Half-Life 2 Update,110.80000000000001
Half-Life Blue Shift,100.3
Half-Life Deathmatch Source,10.499999999999998
Half-Life Opposing Force,171.39999999999995
Half-Life Source,296.99999999999994
Halfway,2.8
Halo Spartan Assault,31.900000000000002
Hamilton's Great Adventure,4.5
"Hamlet or the last game without MMORPG features, shaders and product placement",5.1
Hammerfight,20.4
Hammerwatch,405.30000000000007
Hand Of Fate,35.3
Happy Wars,176.2
Hard Reset,75.69999999999999
Hard Truck Apocalypse / Ex Machina,6.6
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,6.4
Hardland,1.7
Harvest Massive Encounter,28.1
Hate Plus,14.8
Hatoful Boyfriend,43.1
Hatred,13.6
Haunt the House Terrortown,2.1
Haunted,0.2
Haunted House,0.2
Haunted Memories,7.300000000000001
Hazard Ops,83.4
HeXen Beyond Heretic,0.1
HeXen II,4.0
Hearts of Iron II Complete,182.6
Hearts of Iron III,1203.0
Heavy Bullets,6.8
Heavy Fire Afghanistan,6.1
Hector Ep 1,6.1
Hector Ep 2,5.0
Hegemony Gold Wars of Ancient Greece,6.8
Hegemony III Clash of the Ancients,23.0
Hegemony Philip of Macedon,3.1
Hegemony Rome The Rise of Caesar,6.0
Heli Heroes,0.7
Helicopter Simulator 2014 Search and Rescue,5.9
Hell Yeah!,10.0
Hello Kitty and Sanrio Friends Racing,0.6
Her Story,18.199999999999996
Heretic Shadow of the Serpent Riders,3.2
Hero Academy,198.8
Hero Siege,469.00000000000017
Hero of the Kingdom,13.7
Heroes & Generals,3299.5
Heroes Over Europe,3.2
Heroes and Titans Online,0.2
Heroes of Hellas 3 Athens,44.9
Heroes of Might & Magic III - HD Edition,104.0
Heroes of Might & Magic V,122.3
Heroes of Might & Magic V Hammers of Fate,17.4
Heroes of Might & Magic V Tribes of the East,418.9
Heroes of Scene,31.599999999999998
Heroes of SoulCraft,3.4
Heroes of a Broken Land,0.5
Hexcells,0.7
Hidden Object Bundle 4 in 1,27.0
Higurashi When They Cry - Ch.1 Onikakushi,13.8
Hitman 2 Silent Assassin,50.20000000000001
Hitman Absolution,1788.0999999999997
Hitman Blood Money,84.39999999999999
Hitman Codename 47,30.7
Hitman Contracts,0.5
Hitman Sniper Challenge,52.199999999999996
Hitogata Happa,0.2
Hollywood Visionary,7.3
Holy Potatoes! A Weapon Shop?!,26.799999999999997
Home,14.2
Homebrew - Vehicle Sandbox,0.7
Homefront,569.5000000000001
Homeworld Remastered Collection,375.7
Hook,2.0
Horizon,22.599999999999998
Horizon Shift,1.6
Hospital Tycoon,7.799999999999999
Hostile Waters Antaeus Rising,8.299999999999999
Hotel Dash,9.0
Hotel Giant 2,44.0
Hotline Miami,518.2000000000002
Hotline Miami 2 Wrong Number,188.8
How To Survive Third Person,5.2
How to Survive,391.50000000000006
Humanity Asset,6.2
HuniePop,416.4
Hunted The Demon's Forge,34.099999999999994
Hunting Unlimited 2010,6.0
Huntsman - The Orphanage Halloween Edition,0.1
Hurtworld,319.8
Hydrophobia Prophecy,102.10000000000001
Hylics,5.4
Hyper Fighters,0.1
Hyperdimension Neptunia Re;Birth1,28.6
I Am Alive,282.20000000000005
"I Have No Mouth, and I Must Scream",3.2
I am Bread,52.00000000000001
"I, Zombie",1.9
I-Fluid,1.2
IL-2 Sturmovik 1946,36.800000000000004
IL-2 Sturmovik Battle of Stalingrad,31.7
IL-2 Sturmovik Cliffs of Dover,271.8
INK,0.4
Ice Age Continental Drift Arctic Games,1.4
Icewind Dale Enhanced Edition,107.0
Ichi,8.2
Iesabel,13.9
If My Heart Had Wings,26.5
Ignite,0.4
Ikaruga,3.1999999999999997
Imagine Earth,0.5
Immortal Empire,0.8999999999999999
Immune,0.2
Imperial Glory,170.0
Imperium Romanum Gold Edition,24.9
Impire,65.2
Impossible Creatures,3.3
Incoming Forces,7.8
Incredipede,3.0999999999999996
Indiana Jones and the Fate of Atlantis,15.899999999999997
Indiana Jones and the Last Crusade,9.5
Indie Game The Movie,22.1
Indigo Prophecy,31.5
Industry Giant 2,4.7
Infect and Destroy,0.2
Infestation Survivor Stories,1953.3000000000002
Infested Planet,51.8
Infinifactory,42.1
Infinite Crisis,110.59999999999998
Infinity Wars - Animated Trading Card Game,96.2
Influent,14.3
Injustice Gods Among Us Ultimate Edition,486.4999999999999
Insane 2,0.7
Insanely Twisted Shadow Planet,28.2
Insaniquarium! Deluxe,37.8
Inside The Gear,0.9
Inside a Star-filled Sky ,0.1
Insurgency,2317.1000000000004
Insurgency Modern Infantry Combat,409.7
Intergalactic Bubbles,4.6000000000000005
International Snooker,0.4
Interplanetary,6.5
Interstellar Marines,37.0
Into The War,0.7
Into the Dark,5.7
Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons,0.5
Intrusion 2,18.400000000000002
Invisible Apartment,0.4
"Invisible, Inc.",84.4
Ionball 2  Ionstorm,15.399999999999999
Iron Brigade,20.5
Iron Grip Warlord,14.0
Iron Warriors T-72 Tank Command,1.2
Ironcast,37.0
Ironclad Tactics,10.5
Island Flight Simulator,0.6
"It came from space, and ate our brains",7.8
Ittle Dew,1.3
Jack Keane,2.2
Jack Lumber,17.8
Jacob Jones and the Bigfoot Mystery  Episode 2,0.2
Jade Empire Special Edition,69.8
Jagged Alliance - Back in Action,127.2
Jagged Alliance 2 - Wildfire ,27.2
Jagged Alliance 2 Gold Pack,1.6
Jagged Alliance Crossfire,0.7
Jagged Alliance Flashback,8.7
Jagged Alliance Online - Steam Edition,6.500000000000001
Jamestown,26.1
Jazzpunk,15.799999999999999
Jet Gunner,9.0
Jet Set Radio,12.0
Jets'n'Guns Gold,3.0
Jigoku Kisetsukan Sense of the Seasons,24.4
Joe Danger,4.5
Joe Danger 2 The Movie,12.399999999999999
Joe Dever's Lone Wolf HD Remastered,14.3
Jolly Rover,1.2
Journey Of The Light,9.0
Journey of a Roach,8.1
Judge Dredd Dredd vs Death,0.6
Jumpdrive,0.8
Jurassic Park The Game,4.6000000000000005
Just Cause,66.60000000000001
Just Cause 2,3457.5000000000005
Just Cause 2 Multiplayer Mod,655.8000000000001
Just Cause 3,229.49999999999997
Just Get Through,1.6
KAMI,0.6000000000000001
KHOLAT,1.9
KWAAN,1.4
Kairo,3.9
Kane & Lynch 2 Dog Days,83.4
Kane & Lynch Dead Men,12.399999999999999
Karate Master 2 Knock Down Blow,3.1
Karos Returns,4.1
Keen Dreams,11.5
Keep Talking and Nobody Explodes,36.6
Kenshi,266.7
Kentucky Route Zero,13.7
Kerbal Space Program,5334.499999999999
Khet 2.0,1.9
KickBeat Steam Edition,53.89999999999999
Kidnapped,3.0
Kill Fun Yeah,2.7
Kill The Bad Guy,0.3
Killer is Dead,24.200000000000003
Killing Floor,8171.1
Killing Floor 2,1594.8999999999999
Killing Floor Beta,0.1
Killing Floor Mod Defence Alliance 2,36.30000000000001
Kinetic Void,6.1
King Arthur - The Role-playing Wargame,61.5
King Arthur Collection,21.2
King Arthur II - The Role-playing Wargame,80.50000000000003
King Arthur's Gold,36.8
King of Dragon Pass,5.4
King's Bounty Armored Princess,58.3
King's Bounty Crossworlds,247.1
King's Bounty Dark Side,183.0
King's Bounty The Legend,107.2
King's Bounty Warriors of the North,1072.8
King's Quest,33.699999999999996
Kingdom,15.399999999999999
Kingdom Rush,587.7
Kingdom Tales 2,10.5
Kingdom Wars,179.99999999999997
Kingdom Wars 2 Battles,1.9
Kingdoms,0.2
Kingdoms CCG,301.2
Kingdoms Rise,1.6
Kingdoms of Amalur Reckoning,1181.6
Kings Bounty Legions,64.60000000000001
Kings of Kung Fu,4.6
KnightShift,15.6
Knightmare Tower,0.5
Knights and Merchants,41.3
Knights of Honor,238.79999999999998
Knights of Pen and Paper +1,67.0
Knock-knock,7.2
Kohan II Kings of War,2.3
Kohan Immortal Sovereigns,7.9
Korwin The Game,1.6
Krater,73.2
Krosmaster Arena,6.1000000000000005
Kung Fu Strike The Warrior's Rise,4.699999999999999
Kung Fury,3.8000000000000003
Kung Fury Street Rage,1.1
Kuros,2.5
Kyn,3.0
L.A. Noire,1130.5000000000005
LA Cops,0.2
LEGO Batman 2,56.9
LEGO Batman 3 Beyond Gotham,126.4
LEGO Batman The Videogame,74.6
LEGO Harry Potter Years 5-7,94.0
LEGO Jurassic World,109.6
LEGO MARVEL Super Heroes,2085.6
LEGO Pirates of the Caribbean The Video Game,3.5
LEGO The Hobbit,325.00000000000006
LEGO The Lord of the Rings,238.50000000000003
LEGO Worlds,169.0
LEVEL 22,0.9
LIGHTNING RETURNS FINAL FANTASY XIII,159.79999999999998
LIMBO,244.59999999999988
LISA,68.3
LUFTRAUSERS,22.6
LYNE,83.19999999999999
La Tale,143.80000000000004
La-Mulana,16.4
Labyronia RPG,14.7
Lakeview Cabin Collection,25.099999999999998
Lambda Wars Beta,52.699999999999996
Lamia Must Die,0.3
Landmark,193.99999999999997
Lara Croft and the Guardian of Light,93.89999999999998
Lara Croft and the Temple of Osiris,18.5
Larva Mortus,0.7
Last Knight Rogue Rider Edition,0.2
Last Word,6.9
Layers of Fear,8.2
Lead and Gold - Gangs of the Wild West,43.9
Left 4 Dead,8659.900000000001
Left 4 Dead 2,33596.69999999999
Left in the Dark No One on Board,5.8
Legacy of Kain Soul Reaver,1.9
Legacy of Kain Soul Reaver 2,0.2
Legend of Dungeon,3.1
Legend of Dungeon Masters,41.4
Legend of Fae,0.3
Legend of Grimrock,409.69999999999993
Legend of Grimrock 2,43.800000000000004
Legend of Mysteria,4.2
Legendary,10.0
Legends of Aethereus,8.8
Legends of Eisenwald,50.8
Legends of Pegasus,24.4
Lego Harry Potter,119.30000000000001
Lego Star Wars 3 The Clone Wars,21.0
Lego Star Wars Saga,35.1
Leo's Fortune,0.3
Let the Cat In,1.2
Lethal League,26.8
Letter Quest Grimm's Journey,9.5
Letter Quest Grimm's Journey Remastered,8.6
Leviathan Warships,22.9
Lichdom Battlemage,48.2
Life Is Strange,520.2
Life is Feudal Your Own,368.6
Life is Hard,3.1
Life of Pixel,0.2
Lifeless Planet,56.7
Light,2.1
Light of Altair,2.8
Lightfish,1.2
Lili Child of Geos,0.4
Lilly Looking Through,7.5
